409.0, 358.0
337.0, 346.0
271.0, 446.0
498.0, 451.0
578.0, 211.0
513.0, 156.0
330.0, 249.0
448.0, 601.0
533.0, 583.0
567.0, 508.0
592.0, 480.0
609.0, 456.0
612.0, 453.0
593.0, 471.0
584.0, 511.0
603.0, 530.0
626.0, 508.0
628.0, 482.0
629.0, 464.0
603.0, 493.0
597.0, 516.0
604.0, 499.0
606.0, 498.0
625.0, 509.0
643.0, 487.0
660.0, 452.0
639.0, 435.0
608.0, 440.0
565.0, 500.0
560.0, 529.0
586.0, 541.0
634.0, 545.0
659.0, 522.0
673.0, 483.0
678.0, 454.0
665.0, 421.0
626.0, 423.0
569.0, 472.0
553.0, 502.0
544.0, 523.0
534.0, 544.0
556.0, 563.0
597.0, 569.0
650.0, 559.0
663.0, 429.0
636.0, 426.0
605.0, 471.0
256.0, 323.0
226.0, 292.0
229.0, 257.0
270.0, 247.0
316.0, 272.0
322.0, 312.0
303.0, 352.0
276.0, 358.0
258.0, 347.0
235.0, 338.0
222.0, 327.0
217.0, 306.0
232.0, 280.0
242.0, 271.0
270.0, 263.0
303.0, 271.0
309.0, 316.0
289.0, 336.0
271.0, 342.0
239.0, 313.0
264.0, 278.0
286.0, 283.0
296.0, 299.0
289.0, 307.0
268.0, 316.0
259.0, 317.0
255.0, 296.0
224.0, 289.0
238.0, 308.0
272.0, 309.0
263.0, 293.0
510.0, 184.0
512.0, 166.0
529.0, 139.0
561.0, 133.0
613.0, 201.0
588.0, 230.0
517.0, 243.0
476.0, 196.0
504.0, 137.0
560.0, 132.0
597.0, 159.0
592.0, 193.0
573.0, 242.0
560.0, 261.0
537.0, 249.0
493.0, 236.0
486.0, 211.0
507.0, 163.0
521.0, 176.0
556.0, 173.0
569.0, 152.0
568.0, 188.0
558.0, 209.0
536.0, 211.0
523.0, 202.0
555.0, 194.0
543.0, 221.0
518.0, 223.0
520.0, 189.0
563.0, 204.0
550.0, 223.0
530.0, 188.0
548.0, 161.0
564.0, 173.0
535.0, 192.0
534.0, 192.0
557.0, 174.0
570.0, 175.0
567.0, 203.0
221.0, 475.0
214.0, 522.0
220.0, 541.0
212.0, 549.0
215.0, 493.0
251.0, 502.0
249.0, 524.0
235.0, 527.0
225.0, 498.0
235.0, 492.0
254.0, 506.0
247.0, 517.0
227.0, 521.0
247.0, 465.0
130.0, 223.0
123.0, 232.0
126.0, 205.0
127.0, 224.0
129.0, 217.0
132.0, 214.0
132.0, 214.0
291.0, 116.0
291.0, 116.0
313.0, 109.0
316.0, 128.0
297.0, 139.0
288.0, 133.0
295.0, 114.0
438.0, 87.0
442.0, 59.0
445.0, 83.0
443.0, 91.0
444.0, 79.0
